CN-2016-1966627,2016/9/28,云南,办公用-标签-10000480,办公用品,153.3,3,0,64.26
CN-2017-5601190,2017/2/25,辽宁,办公用-标签-10000480,办公用品,153.3,3,0,64.26
CN-2018-3261124,2018/11/30,新疆,办公用-标签-10000480,办公用品,102.2,2,0,42.84
CN-2018-2779535,2018/10/9,内蒙古,办公用-标签-10000539,办公用品,84.28,2,0,26.04
CN-2015-3171627,2015/8/16,广西,办公用-标签-10000539,办公用品,126.42,3,0,39.06
US-2018-3504524,2018/6/17,湖北,办公用-标签-10000539,办公用品,84.28,2,0,26.04
CN-2017-3132720,2017/7/1,重庆,办公用-标签-10000548,办公用品,100.24,2,0,11.76
CN-2015-2875530,2015/8/5,内蒙古,办公用-标签-10000548,办公用品,400.96,8,0,47.04
CN-2018-4070986,2018/2/24,贵州,办公用-标签-10000548,办公用品,150.36,3,0,17.64
CN-2018-2173759,2018/3/10,辽宁,办公用-标签-10000548,办公用品,150.36,3,0,17.64
CN-2016-4595101,2016/8/20,福建,办公用-标签-10000574,办公用品,157.92,3,0,31.5
CN-2018-2883758,2018/5/12,广东,办公用-标签-10000574,办公用品,105.28,2,0,21
CN-2015-2121055,2015/6/17,黑龙江,办公用-标签-10000574,办公用品,368.48,7,0,73.5
CN-2016-2571041,2016/10/1,山东,办公用-标签-10000574,办公用品,263.2,5,0,52.5
CN-2018-1398198,2018/11/20,山东,办公用-标签-10000619,办公用品,51.94,1,0,3.5
CN-2015-2823186,2015/5/12,甘肃,办公用-标签-10000619,办公用品,259.7,5,0,17.5
US-2018-5728538,2018/9/8,广西,办公用-标签-10000619,办公用品,51.94,1,0,3.5
CN-2016-1166865,2016/11/27,湖北,办公用-标签-10000619,办公用品,103.88,2,0,7
CN-2018-5950580,2018/10/26,河北,办公用-标签-10000619,办公用品,259.7,5,0,17.5
CN-2018-3284718,2018/8/11,重庆,办公用-标签-10000647,办公用品,53.06,1,0,23.8
CN-2017-1290698,2017/11/13,辽宁,办公用-标签-10000647,办公用品,106.12,2,0,47.6
CN-2017-5592498,2017/8/21,黑龙江,办公用-标签-10000647,办公用品,212.24,4,0,95.2
CN-2017-1726701,2017/5/15,四川,办公用-标签-10000647,办公用品,159.18,3,0,71.4
CN-2018-5048976,2018/1/30,湖南,办公用-标签-10000647,办公用品,159.18,3,0,71.4
CN-2017-3734004,2017/1/7,吉林,办公用-标签-10000647,办公用品,212.24,4,0,95.2
CN-2017-4674220,2017/3/5,湖南,办公用-标签-10000647,办公用品,371.42,7,0,166.6
CN-2016-4027651,2016/7/2,广东,办公用-标签-10000647,办公用品,265.3,5,0,119
CN-2017-4190541,2017/7/5,河南,办公用-标签-10000673,办公用品,203.7,5,0,85.4
CN-2016-4537572,2016/9/7,四川,办公用-标签-10000673,办公用品,244.44,6,0,102.48
CN-2015-3028018,2015/11/7,江苏,办公用-标签-10000673,办公用品,203.7,5,0,85.4
CN-2018-4150614,2018/9/17,黑龙江,办公用-标签-10000673,办公用品,203.7,5,0,85.4
CN-2016-1255631,2016/7/19,山东,办公用-标签-10000748,办公用品,231,6,0,25.2
CN-2018-2633315,2018/5/28,河南,办公用-标签-10000748,办公用品,192.5,5,0,21
CN-2016-3509971,2016/2/9,陕西,办公用-标签-10000748,办公用品,77,2,0,8.4
US-2018-2776676,2018/7/2,湖北,办公用-标签-10000748,办公用品,77,2,0,8.4
CN-2017-2280831,2017/12/4,上海,办公用-标签-10000748,办公用品,77,2,0,8.4
CN-2016-1398732,2016/11/22,湖北,办公用-标签-10000799,办公用品,118.44,3,0,13.02
CN-2016-5542988,2016/10/5,贵州,办公用-标签-10000834,办公用品,58.94,1,0,27.58
CN-2017-4843371,2017/5/2,上海,办公用-标签-10000834,办公用品,117.88,2,0,55.16
CN-2015-1017090,2015/9/23,海南,办公用-标签-10000834,办公用品,117.88,2,0,55.16
CN-2016-4682811,2016/2/8,湖南,办公用-标签-10000834,办公用品,530.46,9,0,248.22
CN-2017-2211607,2017/4/8,湖南,办公用-标签-10000834,办公用品,235.76,4,0,110.32
US-2018-1730893,2018/11/27,江苏,办公用-标签-10000834,办公用品,294.7,5,0,137.9
CN-2017-2998954,2017/8/6,河北,办公用-标签-10000838,办公用品,228.48,4,0,49.84
CN-2015-5873075,2015/12/15,广东,办公用-标签-10000838,办公用品,114.24,2,0,24.92
CN-2018-1361457,2018/8/26,辽宁,办公用-标签-10000838,办公用品,285.6,5,0,62.3
CN-2018-3636322,2018/5/18,重庆,办公用-标签-10000859,办公用品,253.4,5,0,7
CN-2016-5385461,2016/12/17,重庆,办公用-标签-10000859,办公用品,152.04,3,0,4.2
CN-2017-2872339,2017/9/12,内蒙古,办公用-标签-10000859,办公用品,50.68,1,0,1.4
CN-2015-1070056,2015/9/23,北京,办公用-标签-10000859,办公用品,101.36,2,0,2.8
CN-2016-3577786,2016/5/17,广东,办公用-标签-10000869,办公用品,119.56,2,0,59.64
CN-2017-2530333,2017/12/6,河南,办公用-标签-10000869,办公用品,538.02,9,0,268.38
CN-2017-1172542,2017/8/15,海南,办公用-标签-10000869,办公用品,777.14,13,0,387.66
CN-2018-5036114,2018/9/21,福建,办公用-标签-10000869,办公用品,179.34,3,0,89.46
US-2016-2353754,2016/6/23,北京,办公用-标签-10000869,办公用品,179.34,3,0,89.46
CN-2017-2872339,2017/9/20,湖北,办公用-标签-10000869,办公用品,298.9,5,0,149.1
CN-2018-2211607,2018/7/9,天津,办公用-标签-10000869,办公用品,119.56,2,0,59.64
CN-2016-4757928,2016/11/8,安徽,办公用-标签-10000869,办公用品,179.34,3,0,89.46
CN-2018-3172853,2018/5/28,青海,办公用-标签-10000895,办公用品,302.4,6,0,45.36
CN-2016-2606671,2016/10/6,广西,办公用-标签-10000895,办公用品,50.4,1,0,7.56
CN-2018-5247158,2018/5/1,广东,办公用-标签-10000895,办公用品,201.6,4,0,30.24
CN-2016-3223872,2016/7/7,海南,办公用-标签-10000895,办公用品,100.8,2,0,15.12
CN-2018-3874208,2018/9/21,山东,办公用-标签-10000895,办公用品,554.4,11,0,83.16
CN-2018-4662338,2018/10/29,广西,办公用-标签-10000895,办公用品,100.8,2,0,15.12
CN-2015-5821791,2015/12/23,陕西,办公用-标签-10000918,办公用品,98.7,3,0,16.38
CN-2018-2213009,2018/2/6,上海,办公用-标签-10000918,办公用品,131.6,4,0,21.84
CN-2018-2779535,2018/6/10,上海,办公用-标签-10000918,办公用品,65.8,2,0,10.92
CN-2015-5679752,2015/11/25,湖北,办公用-标签-10000918,办公用品,65.8,2,0,10.92
CN-2016-4046246,2016/5/24,吉林,办公用-标签-10000918,办公用品,65.8,2,0,10.92
CN-2018-5926511,2018/1/15,河南,办公用-标签-10000983,办公用品,107.24,2,0,6.16
CN-2016-3069391,2016/12/25,江苏,办公用-标签-10000983,办公用品,321.72,6,0,18.48
CN-2018-2075782,2018/11/5,河北,办公用-标签-10000983,办公用品,160.86,3,0,9.24
CN-2017-1017090,2017/5/13,安徽,办公用-标签-10000983,办公用品,268.1,5,0,15.4
CN-2018-5285028,2018/2/20,山东,办公用-标签-10001075,办公用品,133.14,3,0,21
CN-2016-3188191,2016/8/8,广东,办公用-标签-10001075,办公用品,133.14,3,0,21
US-2015-5555490,2015/9/19,内蒙古,办公用-标签-10001132,办公用品,62.72,1,0,25.62
CN-2018-4230867,2018/10/22,山西,办公用-标签-10001132,办公用品,188.16,3,0,76.86
CN-2015-5897280,2015/7/29,四川,办公用-标签-10001132,办公用品,250.88,4,0,102.48
CN-2016-2098822,2016/10/27,黑龙江,办公用-标签-10001132,办公用品,188.16,3,0,76.86
US-2017-1815663,2017/10/4,湖北,办公用-标签-10001176,办公用品,172.48,4,0,30.8
US-2015-5434393,2015/10/5,黑龙江,办公用-标签-10001176,办公用品,172.48,4,0,30.8
CN-2018-5774848,2018/5/5,四川,办公用-标签-10001184,办公用品,247.52,8,0,33.6
CN-2015-1826929,2015/5/24,广东,办公用-标签-10001184,办公用品,61.88,2,0,8.4
CN-2017-1755383,2017/5/14,陕西,办公用-标签-10001184,办公用品,92.82,3,0,12.6
CN-2018-2918417,2018/12/17,湖北,办公用-标签-10001184,办公用品,123.76,4,0,16.8
CN-2018-4326007,2018/12/16,湖南,办公用-标签-10001184,办公用品,92.82,3,0,12.6
CN-2017-1951831,2017/8/2,辽宁,办公用-标签-10001184,办公用品,92.82,3,0,12.6
CN-2018-4680780,2018/7/24,山东,办公用-标签-10001201,办公用品,156.24,3,0,16.8
CN-2018-3409532,2018/3/26,山东,办公用-标签-10001201,办公用品,416.64,8,0,44.8
CN-2016-3988119,2016/10/31,内蒙古,办公用-标签-10001201,办公用品,52.08,1,0,5.6
US-2018-3847012,2018/5/29,辽宁,办公用-标签-10001201,办公用品,156.24,3,0,16.8
US-2018-5840887,2018/8/1,河南,办公用-标签-10001201,办公用品,104.16,2,0,11.2
CN-2015-2267443,2015/1/27,重庆,办公用-标签-10001238,办公用品,54.74,1,0,15.82
CN-2018-2594036,2018/8/31,黑龙江,办公用-标签-10001238,办公用品,273.7,5,0,79.1
CN-2018-5838362,2018/12/10,湖北,办公用-标签-10001238,办公用品,383.18,7,0,110.74
CN-2015-1786532,2015/10/8,甘肃,办公用-标签-10001238,办公用品,218.96,4,0,63.28
CN-2015-5667067,2015/4/11,云南,办公用-标签-10001238,办公用品,383.18,7,0,110.74
CN-2018-2547654,2018/4/29,吉林,办公用-标签-10001238,办公用品,164.22,3,0,47.46
US-2016-4911170,2016/10/23,辽宁,办公用-标签-10001238,办公用品,218.96,4,0,63.28
CN-2018-2554132,2018/10/24,山西,办公用-标签-10001271,办公用品,60.9,1,0,29.12
US-2018-3139690,2018/8/17,山东,办公用-标签-10001271,办公用品,243.6,4,0,116.48
CN-2016-3649263,2016/6/26,上海,办公用-标签-10001271,办公用品,304.5,5,0,145.6
CN-2018-2052338,2018/8/3,湖北,办公用-标签-10001271,办公用品,121.8,2,0,58.24
CN-2018-3200743,2018/11/6,湖北,办公用-标签-10001271,办公用品,304.5,5,0,145.6
US-2018-5320363,2018/2/6,内蒙古,办公用-标签-10001271,办公用品,243.6,4,0,116.48
CN-2018-1246652,2018/9/15,广西,办公用-标签-10001292,办公用品,165.76,4,0,17.92
CN-2016-1516102,2016/11/20,福建,办公用-标签-10001292,办公用品,290.08,7,0,31.36
US-2017-4479160,2017/8/9,内蒙古,办公用-标签-10001292,办公用品,82.88,2,0,8.96
CN-2017-1398198,2017/11/28,山东,办公用-标签-10001292,办公用品,124.32,3,0,13.44
US-2017-3781425,2017/6/24,四川,办公用-标签-10001292,办公用品,165.76,4,0,17.92
CN-2017-5448418,2017/2/15,辽宁,办公用-标签-10001292,办公用品,124.32,3,0,13.44
CN-2018-2503468,2018/10/23,北京,办公用-标签-10001294,办公用品,124.04,2,0,35.84
CN-2018-2375545,2018/5/26,河北,办公用-标签-10001294,办公用品,186.06,3,0,53.76
CN-2017-2280831,2017/8/17,天津,办公用-标签-10001294,办公用品,315,6,0,90.72
US-2016-3360468,2016/5/17,陕西,办公用-标签-10001294,办公用品,157.5,3,0,45.36
CN-2018-1752478,2018/5/13,湖北,办公用-标签-10001294,办公用品,262.5,5,0,75.6
CN-2017-2162302,2017/10/24,吉林,办公用-标签-10001294,办公用品,315,6,0,90.72
CN-2016-5726249,2016/3/26,上海,办公用-标签-10001294,办公用品,248.08,4,0,71.68
CN-2017-2280831,2017/12/4,上海,办公用-标签-10001294,办公用品,210,4,0,60.48
CN-2018-4015472,2018/10/31,河南,办公用-标签-10001500,办公用品,188.16,6,0,91.56
CN-2018-1119011,2018/9/11,上海,办公用-标签-10001500,办公用品,94.08,3,0,45.78
CN-2015-4505574,2015/5/27,辽宁,办公用-标签-10001500,办公用品,156.8,5,0,76.3
US-2016-4246507,2016/6/29,山东,办公用-标签-10001500,办公用品,62.72,2,0,30.52
CN-2017-2581069,2017/10/1,山东,办公用-标签-10001500,办公用品,94.08,3,0,45.78
CN-2017-1951831,2017/8/2,辽宁,办公用-标签-10001500,办公用品,62.72,2,0,30.52
CN-2017-5569845,2017/12/16,上海,办公用-标签-10001520,办公用品,239.4,5,0,9.1
US-2018-3174894,2018/6/3,江苏,办公用-标签-10001520,办公用品,191.52,4,0,7.28
CN-2018-5504068,2018/5/7,河南,办公用-标签-10001520,办公用品,287.28,6,0,10.92
US-2018-3924364,2018/5/4,宁夏,办公用-标签-10001520,办公用品,143.64,3,0,5.46
CN-2018-2693856,2018/5/11,河北,办公用-标签-10001520,办公用品,143.64,3,0,5.46
US-2018-1658434,2018/8/31,甘肃,办公用-标签-10001520,办公用品,143.64,3,0,5.46
CN-2017-3022026,2017/4/8,江苏,办公用-标签-10001566,办公用品,156.66,3,0,39.06
CN-2017-2900587,2017/5/6,湖南,办公用-标签-10001566,办公用品,261.1,5,0,65.1
CN-2018-1267778,2018/1/2,山东,办公用-标签-10001566,办公用品,52.22,1,0,13.02
US-2018-5490018,2018/9/24,黑龙江,办公用-标签-10001570,办公用品,259.56,6,0,2.52
CN-2016-1637441,2016/11/22,河南,办公用-标签-10001570,办公用品,129.78,3,0,1.26
CN-2018-5378913,2018/11/1,广西,办公用-标签-10001570,办公用品,173.04,4,0,1.68
CN-2016-4214287,2016/9/4,天津,办公用-标签-10001570,办公用品,129.78,3,0,1.26
CN-2015-2252147,2015/11/11,辽宁,办公用-标签-10001570,办公用品,129.78,3,0,1.26
CN-2016-2919347,2016/1/23,黑龙江,办公用-标签-10001607,办公用品,23.52,1,0,0.42
CN-2018-3033487,2018/10/27,湖北,办公用-标签-10001607,办公用品,70.56,3,0,1.26
US-2016-1154983,2016/1/8,江苏,办公用-标签-10001607,办公用品,47.04,2,0,0.84
CN-2015-3367931,2015/8/24,重庆,办公用-标签-10001607,办公用品,23.52,1,0,0.42
CN-2016-1924488,2016/6/27,福建,办公用-标签-10001659,办公用品,21.7,1,0,10.08
CN-2018-1391849,2018/3/11,安徽,办公用-标签-10001659,办公用品,86.8,4,0,40.32
US-2017-4479160,2017/8/9,内蒙古,办公用-标签-10001659,办公用品,43.4,2,0,20.16
CN-2018-2067445,2018/9/14,广东,办公用-标签-10001659,办公用品,21.7,1,0,10.08
US-2016-4246507,2016/6/23,辽宁,办公用-标签-10001778,办公用品,85.12,2,0,12.6
CN-2018-4680780,2018/12/7,湖北,办公用-标签-10001778,办公用品,85.12,2,0,12.6
CN-2016-2190451,2016/4/17,浙江,办公用-标签-10001778,办公用品,212.8,5,0,31.5
CN-2018-2000071,2018/3/4,山东,办公用-标签-10001814,办公用品,280,5,0,58.8
US-2017-4595101,2017/3/9,浙江,办公用-标签-10001814,办公用品,56,1,0,11.76
CN-2015-4497736,2015/8/16,广西,办公用-标签-10001814,办公用品,280,5,0,58.8
CN-2018-5907567,2018/9/15,广东,办公用-标签-10001814,办公用品,112,2,0,23.52
CN-2017-3266914,2017/10/26,广东,办公用-标签-10001866,办公用品,290.08,7,0,34.3
CN-2018-4836537,2018/8/5,湖南,办公用-标签-10001866,办公用品,41.44,1,0,4.9
CN-2017-2960006,2017/10/7,上海,办公用-标签-10001866,办公用品,82.88,2,0,9.8
CN-2017-5754536,2017/12/4,北京,办公用-标签-10001866,办公用品,124.32,3,0,14.7
US-2015-5784606,2015/2/24,天津,办公用-标签-10001866,办公用品,124.32,3,0,14.7
US-2017-3694355,2017/6/14,山东,办公用-标签-10001867,办公用品,152.88,3,0,30.24
CN-2017-3257417,2017/9/9,河南,办公用-标签-10001867,办公用品,305.76,6,0,60.48
CN-2016-4682811,2016/2/8,湖南,办公用-标签-10001867,办公用品,254.8,5,0,50.4
CN-2016-4482834,2016/9/22,浙江,办公用-标签-10001867,办公用品,101.92,2,0,20.16
CN-2018-2373769,2018/9/19,吉林,办公用-标签-10001867,办公用品,152.88,3,0,30.24
CN-2015-2098822,2015/8/6,广西,办公用-标签-10001875,办公用品,229.32,7,0,114.66
CN-2017-3706710,2017/8/1,河北,办公用-标签-10001875,办公用品,65.52,2,0,32.76
CN-2015-3781306,2015/2/8,山东,办公用-标签-10001875,办公用品,294.84,9,0,147.42
CN-2015-1708265,2015/1/4,广东,办公用-标签-10001875,办公用品,458.64,14,0,229.32
CN-2016-5544334,2016/10/31,广东,办公用-标签-10001936,办公用品,204.12,6,0,24.36
US-2015-3954075,2015/8/29,江苏,办公用-标签-10001936,办公用品,34.02,1,0,4.06
US-2018-4339927,2018/12/15,云南,办公用-标签-10001969,办公用品,61.32,2,0,24.92
CN-2016-5631342,2016/12/18,浙江,办公用-标签-10001969,办公用品,30.66,1,0,12.46
CN-2018-4070986,2018/10/1,重庆,办公用-标签-10001969,办公用品,91.98,3,0,37.38
US-2018-3025510,2018/12/18,山西,办公用-标签-10001969,办公用品,153.3,5,0,62.3
CN-2018-1516102,2018/11/19,浙江,办公用-标签-10001969,办公用品,275.94,9,0,112.14
CN-2016-4247811,2016/11/1,湖北,办公用-标签-10001969,办公用品,91.98,3,0,37.38
CN-2017-2662386,2017/11/11,山西,办公用-标签-10001981,办公用品,97.44,3,0,19.32
CN-2018-4680664,2018/11/4,甘肃,办公用-标签-10001981,办公用品,64.96,2,0,12.88
CN-2015-2936253,2015/5/28,浙江,办公用-标签-10001981,办公用品,357.28,11,0,70.84
CN-2017-2222921,2017/8/16,湖南,办公用-标签-10001981,办公用品,64.96,2,0,12.88
CN-2015-5821791,2015/12/23,陕西,办公用-标签-10002018,办公用品,78.12,2,0,16.24
CN-2016-4861225,2016/4/27,黑龙江,办公用-标签-10002018,办公用品,273.42,7,0,56.84
CN-2018-2161331,2018/10/5,天津,办公用-标签-10002018,办公用品,78.12,2,0,16.24
US-2017-4033000,2017/10/5,湖北,办公用-标签-10002018,办公用品,156.24,4,0,32.48
CN-2018-4195213,2018/6/21,四川,办公用-标签-10002067,办公用品,108.92,2,0,12.88
CN-2016-3064630,2016/9/11,福建,办公用-标签-10002067,办公用品,217.84,4,0,25.76
CN-2018-5929986,2018/3/9,广东,办公用-标签-10002067,办公用品,217.84,4,0,25.76
US-2017-3765639,2017/6/28,湖北,办公用-标签-10002109,办公用品,423.36,8,0,7.84
CN-2015-3832812,2015/2/6,湖南,办公用-标签-10002109,办公用品,370.44,7,0,6.86
CN-2015-3676119,2015/12/15,黑龙江,办公用-标签-10002109,办公用品,264.6,5,0,4.9
CN-2018-2560726,2018/12/21,吉林,办公用-标签-10002109,办公用品,105.84,2,0,1.96
CN-2016-5488732,2016/1/6,四川,办公用-标签-10002109,办公用品,211.68,4,0,3.92
CN-2016-5801512,2016/12/29,浙江,办公用-标签-10002109,办公用品,52.92,1,0,0.98
CN-2018-1815663,2018/8/5,广东,办公用-标签-10002109,办公用品,158.76,3,0,2.94
CN-2017-1397931,2017/6/7,湖南,办公用-标签-10002137,办公用品,106.96,2,0,11.76
CN-2018-1455994,2018/11/12,江西,办公用-标签-10002137,办公用品,106.96,2,0,11.76
CN-2018-4853457,2018/11/12,云南,办公用-标签-10002137,办公用品,160.44,3,0,17.64
US-2018-4961841,2018/6/11,山东,办公用-标签-10002137,办公用品,267.4,5,0,29.4
CN-2018-2051602,2018/6/30,上海,办公用-标签-10002245,办公用品,98,2,0,20.44
CN-2017-4375818,2017/9/22,重庆,办公用-标签-10002245,办公用品,98,2,0,20.44
CN-2016-1357144,2016/5/1,陕西,办公用-标签-10002245,办公用品,441,9,0,91.98
CN-2015-2560123,2015/4/4,甘肃,办公用-标签-10002245,办公用品,147,3,0,30.66
CN-2015-1887568,2015/6/23,湖北,办公用-标签-10002245,办公用品,343,7,0,71.54
CN-2017-4020885,2017/11/19,上海,办公用-标签-10002378,办公用品,216.3,5,0,42.7
CN-2017-2547654,2017/10/28,江苏,办公用-标签-10002378,办公用品,86.52,2,0,17.08
US-2018-1638210,2018/12/23,湖南,办公用-标签-10002378,办公用品,216.3,5,0,42.7
CN-2016-1529712,2016/11/15,山东,办公用-标签-10002378,办公用品,86.52,2,0,17.08
CN-2016-3561948,2016/10/26,山东,办公用-标签-10002378,办公用品,216.3,5,0,42.7
CN-2017-4690757,2017/6/10,上海,办公用-标签-10002378,办公用品,86.52,2,0,17.08
CN-2017-3205176,2017/9/5,广东,办公用-标签-10002378,办公用品,129.78,3,0,25.62
CN-2015-1587245,2015/10/6,湖北,办公用-标签-10002378,办公用品,86.52,2,0,17.08
CN-2015-4497265,2015/1/21,山东,办公用-标签-10002381,办公用品,276.5,5,0,132.3
CN-2017-3690158,2017/5/30,天津,办公用-标签-10002381,办公用品,110.6,2,0,52.92
CN-2015-4870971,2015/10/19,广东,办公用-标签-10002381,办公用品,276.5,5,0,132.3
CN-2015-4940133,2015/12/23,河北,办公用-标签-10002381,办公用品,110.6,2,0,52.92
CN-2016-1017090,2016/12/14,安徽,办公用-标签-10002381,办公用品,276.5,5,0,132.3
CN-2018-4497736,2018/11/2,江西,办公用-标签-10002420,办公用品,341.88,11,0,12.32
CN-2018-1246652,2018/5/23,北京,办公用-标签-10002420,办公用品,62.16,2,0,2.24
CN-2017-4159546,2017/12/28,辽宁,办公用-标签-10002420,办公用品,93.24,3,0,3.36
CN-2017-3455141,2017/7/26,黑龙江,办公用-标签-10002420,办公用品,217.56,7,0,7.84
CN-2017-5264054,2017/12/2,北京,办公用-标签-10002441,办公用品,173.88,3,0,52.08
CN-2015-5088117,2015/11/10,山东,办公用-标签-10002441,办公用品,289.8,5,0,86.8
CN-2018-5425854,2018/8/27,山东,办公用-标签-10002441,办公用品,57.96,1,0,17.36
CN-2016-5450028,2016/12/3,广西,办公用-标签-10002476,办公用品,233.24,7,0,64.68
CN-2015-3555396,2015/8/20,上海,办公用-标签-10002476,办公用品,133.28,4,0,36.96
CN-2017-2605699,2017/7/30,内蒙古,办公用-标签-10002476,办公用品,66.64,2,0,18.48
CN-2015-5687295,2015/4/27,广东,办公用-标签-10002476,办公用品,33.32,1,0,9.24
CN-2018-3668469,2018/3/14,四川,办公用-标签-10002476,办公用品,66.64,2,0,18.48
CN-2015-5929986,2015/5/31,广东,办公用-标签-10002535,办公用品,248.5,5,0,49.7
US-2016-3360468,2016/5/17,陕西,办公用-标签-10002535,办公用品,298.2,6,0,59.64
CN-2017-1165982,2017/11/1,云南,办公用-标签-10002535,办公用品,49.7,1,0,9.94
CN-2018-3636322,2018/6/23,广西,办公用-标签-10002535,办公用品,99.4,2,0,19.88
CN-2015-2316295,2015/10/17,内蒙古,办公用-标签-10002535,办公用品,49.7,1,0,9.94
CN-2017-4126497,2017/3/11,江西,办公用-标签-10002541,办公用品,611.52,14,0,84.28
CN-2017-5339863,2017/4/10,山东,办公用-标签-10002541,办公用品,43.68,1,0,6.02
CN-2018-4571372,2018/12/1,上海,办公用-标签-10002541,办公用品,131.04,3,0,18.06
CN-2017-5113626,2017/3/20,四川,办公用-标签-10002541,办公用品,131.04,3,0,18.06
CN-2015-1711156,2015/10/21,湖北,办公用-标签-10002541,办公用品,131.04,3,0,18.06
